trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_code,stop_lat,stop_lon,stop_name,zone_id,traffic_speed,free_flow_speed,traffic_confidence,traffic_jam_level,time_delay_minutes,distance_to_next_stop_km,travel_time_to_next_stop_min
142_18_19,18:42:05,18:42:05,2164,11,DC4412,28.58215173,76.95808206,Surhera Crossing,2164,42,44,0.849355,FRC3,0.0,0.5455151284217342,2.183333333333333
142_18_19,18:46:24,18:46:24,2165,12,DC4413,28.573848,76.952387,Pandwala Crossing,2165,42,44,0.849355,FRC3,0.0,1.075809072386236,4.316666666666666
142_18_19,18:53:09,18:53:09,2166,13,DC4414,28.561696,76.941952,KharKhari Rondh,2166,42,44,0.849355,FRC3,0.0,1.690039991091642,6.75
142_18_19,18:56:13,18:56:13,2167,14,DC4415,28.556475,76.936796,Hasanpur Village,2167,42,44,0.849355,FRC3,0.0,0.7676925380059371,3.066666666666667
142_18_19,19:00:20,19:00:20,2168,15,DC4416,28.548826,76.930857,Devta Wala Mandir,2168,42,44,0.849355,FRC3,0.0,1.027809121584014,4.116666666666666
142_18_19,19:06:36,19:06:36,2169,16,DC4417,28.536825,76.922412,Ghuman Hera More / Shikarpur Crossing,2169,42,44,0.849355,FRC3,0.0,1.5659116348922697,6.266666666666667
142_18_19,19:08:44,19:08:44,2170,17,DC4791,28.5326827,76.9196563,Ghuman Hera Village Main Road,2170,42,44,0.849355,FRC3,0.0,0.5324460644575495,2.1333333333333333
142_18_19,19:10:39,19:10:39,2171,18,DC4429,28.534088,76.915012,Ghuman Hera DTC Depot Crossing,2171,42,44,0.849355,FRC3,0.0,0.48049492789431475,1.9166666666666667
142_18_19,19:12:55,19:12:55,2172,19,DC4013,28.5352,76.909367,Jhul-Jhuli Check Post / Ghumanhera Crossing,2172,42,42,1.0,FRC5,0.0,0.5660666354440679,2.2666666666666666
142_18_19,19:14:44,19:14:44,2173,20,DC4014,28.53162,76.907067,Jhuljhuli Crossing,2173,42,42,1.0,FRC5,0.0,0.4561754051693519,1.8166666666666667
142_18_19,19:17:21,19:17:21,2174,21,DC4015,28.526609,76.903562,Rawta Village,2174,34,34,1.0,FRC3,0.0,0.6527739955192993,2.6166666666666667
142_18_19,19:23:41,19:23:41,2175,22,DC4787,28.5253328,76.8874616,Amrawati Piyau Galib Pur Road,2175,48,48,1.0,FRC4,0.0,1.5822436623266276,6.333333333333333
142_18_19,19:26:43,19:26:43,2176,23,DC4789,28.531301,76.883663,Galib Pur Piyau,2176,48,48,1.0,FRC4,0.0,0.7587770331358497,3.033333333333333
142_18_19,19:27:58,19:27:58,2177,24,DC4785,28.529556,76.881142,Galib Pur Village,2177,48,48,1.0,FRC4,0.0,0.31350425850878233,1.25
142_19_49,19:50:11,19:50:11,148,1,DC3555,28.61448074,76.98106202,Jharoda Crossing,148,31,40,0.90254,FRC2,0.0,0.29747972176626325,1.1833333333333333
142_19_49,19:51:49,19:51:49,149,2,DC3556,28.61415,76.985217,Health Centre,149,17,24,1.0,FRC2,0.0,0.4080003892783314,1.6333333333333333
142_19_49,19:52:54,19:52:54,488,3,U00233,28.611746,76.985721,NajafGarh Delhi Gate,488,17,31,0.999548,FRC2,0.0,0.2709550241942649,1.0833333333333333
142_19_49,19:54:44,19:54:44,233,4,U00226,28.61031861,76.98133766,Police Station NajafGarh,233,25,37,0.985794,FRC2,0.0,0.4569544123278267,1.8333333333333333
142_19_49,19:56:10,19:56:10,915,5,U00193,28.61149114,76.97790955,Dhansa Stand,915,27,37,0.924857,FRC2,0.0,0.35957782857750537,1.4333333333333333
142_19_49,19:57:43,19:57:43,916,6,DC3547,28.610938,76.97401,Khera More,916,27,37,0.924857,FRC2,0.0,0.38627665986712667,1.55
142_19_49,19:59:46,19:59:46,2161,7,DC4783,28.606425,76.972858,Krishna Nagar / Gopal Nagar,2161,42,44,0.849355,FRC3,0.0,0.5127058644445781,2.05
142_19_49,20:03:51,20:03:51,2162,8,DC4410,28.5987726,76.96698094,Khera Village,2162,42,44,0.849355,FRC3,0.0,1.0245587045108486,4.083333333333333
142_19_49,20:05:08,20:05:08,3569,9,DC5497,28.596347,76.965226,Khera Village 2,3569,42,44,0.849355,FRC3,0.0,0.3189582796005639,1.2833333333333334
142_19_49,20:09:54,20:09:54,2163,10,DC4411,28.586969,76.959227,KharKhari Nahar / Khera Dabur,2163,42,44,0.849355,FRC3,0.0,1.1935722007050553,4.766666666666667
142_19_49,20:12:05,20:12:05,2164,11,DC4412,28.58215173,76.95808206,Surhera Crossing,2164,42,44,0.849355,FRC3,0.0,0.5455151284217342,2.183333333333333
142_19_49,20:16:24,20:16:24,2165,12,DC4413,28.573848,76.952387,Pandwala Crossing,2165,42,44,0.849355,FRC3,0.0,1.075809072386236,4.316666666666666
142_19_49,20:23:09,20:23:09,2166,13,DC4414,28.561696,76.941952,KharKhari Rondh,2166,42,44,0.849355,FRC3,0.0,1.690039991091642,6.75
142_19_49,20:26:13,20:26:13,2167,14,DC4415,28.556475,76.936796,Hasanpur Village,2167,42,44,0.849355,FRC3,0.0,0.7676925380059371,3.066666666666667
142_19_49,20:30:20,20:30:20,2168,15,DC4416,28.548826,76.930857,Devta Wala Mandir,2168,42,44,0.849355,FRC3,0.0,1.027809121584014,4.116666666666666
142_19_49,20:36:36,20:36:36,2169,16,DC4417,28.536825,76.922412,Ghuman Hera More / Shikarpur Crossing,2169,42,44,0.849355,FRC3,0.0,1.5659116348922697,6.266666666666667
142_19_49,20:38:44,20:38:44,2170,17,DC4791,28.5326827,76.9196563,Ghuman Hera Village Main Road,2170,42,44,0.849355,FRC3,0.0,0.5324460644575495,2.1333333333333333
142_19_49,20:40:39,20:40:39,2171,18,DC4429,28.534088,76.915012,Ghuman Hera DTC Depot Crossing,2171,42,44,0.849355,FRC3,0.0,0.48049492789431475,1.9166666666666667
142_19_49,20:42:55,20:42:55,2172,19,DC4013,28.5352,76.909367,Jhul-Jhuli Check Post / Ghumanhera Crossing,2172,42,42,1.0,FRC5,0.0,0.5660666354440679,2.2666666666666666
142_19_49,20:44:44,20:44:44,2173,20,DC4014,28.53162,76.907067,Jhuljhuli Crossing,2173,42,42,1.0,FRC5,0.0,0.4561754051693519,1.8166666666666667
142_19_49,20:47:21,20:47:21,2174,21,DC4015,28.526609,76.903562,Rawta Village,2174,34,34,1.0,FRC3,0.0,0.6527739955192993,2.6166666666666667
142_19_49,20:53:41,20:53:41,2175,22,DC4787,28.5253328,76.8874616,Amrawati Piyau Galib Pur Road,2175,48,48,1.0,FRC4,0.0,1.5822436623266276,6.333333333333333
142_19_49,20:56:43,20:56:43,2176,23,DC4789,28.531301,76.883663,Galib Pur Piyau,2176,48,48,1.0,FRC4,0.0,0.7587770331358497,3.033333333333333
142_19_49,20:57:58,20:57:58,2177,24,DC4785,28.529556,76.881142,Galib Pur Village,2177,48,48,1.0,FRC4,0.0,0.31350425850878233,1.25
142_20_50,20:51:11,20:51:11,148,1,DC3555,28.61448074,76.98106202,Jharoda Crossing,148,31,40,0.902645,FRC2,0.0,0.29747972176626325,1.1833333333333333
142_20_50,20:52:49,20:52:49,149,2,DC3556,28.61415,76.985217,Health Centre,149,17,25,1.0,FRC2,0.0,0.4080003892783314,1.6333333333333333
142_20_50,20:53:54,20:53:54,488,3,U00233,28.611746,76.985721,NajafGarh Delhi Gate,488,17,31,0.999548,FRC2,0.0,0.2709550241942649,1.0833333333333333
142_20_50,20:55:44,20:55:44,233,4,U00226,28.61031861,76.98133766,Police Station NajafGarh,233,25,37,0.985702,FRC2,0.0,0.4569544123278267,1.8333333333333333
142_20_50,20:57:10,20:57:10,915,5,U00193,28.61149114,76.97790955,Dhansa Stand,915,27,37,0.927578,FRC2,0.0,0.35957782857750537,1.4333333333333333
142_20_50,20:58:43,20:58:43,916,6,DC3547,28.610938,76.97401,Khera More,916,27,37,0.927578,FRC2,0.0,0.38627665986712667,1.55
142_20_50,21:00:46,21:00:46,2161,7,DC4783,28.606425,76.972858,Krishna Nagar / Gopal Nagar,2161,41,44,0.834944,FRC3,0.0,0.5127058644445781,2.05
142_20_50,21:04:51,21:04:51,2162,8,DC4410,28.5987726,76.96698094,Khera Village,2162,41,44,0.834944,FRC3,0.0,1.0245587045108486,4.083333333333333
142_20_50,21:06:08,21:06:08,3569,9,DC5497,28.596347,76.965226,Khera Village 2,3569,41,44,0.834944,FRC3,0.0,0.3189582796005639,1.2833333333333334
142_20_50,21:10:54,21:10:54,2163,10,DC4411,28.586969,76.959227,KharKhari Nahar / Khera Dabur,2163,41,44,0.834944,FRC3,0.0,1.1935722007050553,4.766666666666667
142_20_50,21:13:05,21:13:05,2164,11,DC4412,28.58215173,76.95808206,Surhera Crossing,2164,41,44,0.834944,FRC3,0.0,0.5455151284217342,2.183333333333333
142_20_50,21:17:24,21:17:24,2165,12,DC4413,28.573848,76.952387,Pandwala Crossing,2165,41,44,0.834944,FRC3,0.0,1.075809072386236,4.316666666666666
142_20_50,21:24:09,21:24:09,2166,13,DC4414,28.561696,76.941952,KharKhari Rondh,2166,41,44,0.834944,FRC3,0.0,1.690039991091642,6.75
142_20_50,21:27:13,21:27:13,2167,14,DC4415,28.556475,76.936796,Hasanpur Village,2167,41,44,0.834944,FRC3,0.0,0.7676925380059371,3.066666666666667
142_20_50,21:31:20,21:31:20,2168,15,DC4416,28.548826,76.930857,Devta Wala Mandir,2168,41,44,0.834944,FRC3,0.0,1.027809121584014,4.116666666666666
142_20_50,21:37:36,21:37:36,2169,16,DC4417,28.536825,76.922412,Ghuman Hera More / Shikarpur Crossing,2169,41,44,0.834944,FRC3,0.0,1.5659116348922697,6.266666666666667
142_20_50,21:39:44,21:39:44,2170,17,DC4791,28.5326827,76.9196563,Ghuman Hera Village Main Road,2170,41,44,0.834944,FRC3,0.0,0.5324460644575495,2.1333333333333333
142_20_50,21:41:39,21:41:39,2171,18,DC4429,28.534088,76.915012,Ghuman Hera DTC Depot Crossing,2171,41,44,0.834944,FRC3,0.0,0.48049492789431475,1.9166666666666667
142_20_50,21:43:55,21:43:55,2172,19,DC4013,28.5352,76.909367,Jhul-Jhuli Check Post / Ghumanhera Crossing,2172,42,42,1.0,FRC5,0.0,0.5660666354440679,2.2666666666666666
142_20_50,21:45:44,21:45:44,2173,20,DC4014,28.53162,76.907067,Jhuljhuli Crossing,2173,42,42,1.0,FRC5,0.0,0.4561754051693519,1.8166666666666667
142_20_50,21:48:21,21:48:21,2174,21,DC4015,28.526609,76.903562,Rawta Village,2174,34,34,1.0,FRC3,0.0,0.6527739955192993,2.6166666666666667
142_20_50,21:54:41,21:54:41,2175,22,DC4787,28.5253328,76.8874616,Amrawati Piyau Galib Pur Road,2175,48,48,1.0,FRC4,0.0,1.5822436623266276,6.333333333333333
142_20_50,21:57:43,21:57:43,2176,23,DC4789,28.531301,76.883663,Galib Pur Piyau,2176,48,48,1.0,FRC4,0.0,0.7587770331358497,3.033333333333333
142_20_50,21:58:58,21:58:58,2177,24,DC4785,28.529556,76.881142,Galib Pur Village,2177,48,48,1.0,FRC4,0.0,0.31350425850878233,1.25
142_20_51,20:52:11,20:52:11,148,1,DC3555,28.61448074,76.98106202,Jharoda Crossing,148,31,40,0.902645,FRC2,0.0,0.29747972176626325,1.1833333333333333
142_20_51,20:53:49,20:53:49,149,2,DC3556,28.61415,76.985217,Health Centre,149,17,25,1.0,FRC2,0.0,0.4080003892783314,1.6333333333333333
142_20_51,20:54:54,20:54:54,488,3,U00233,28.611746,76.985721,NajafGarh Delhi Gate,488,17,31,0.999548,FRC2,0.0,0.2709550241942649,1.0833333333333333
142_20_51,20:56:44,20:56:44,233,4,U00226,28.61031861,76.98133766,Police Station NajafGarh,233,25,37,0.985702,FRC2,0.0,0.4569544123278267,1.8333333333333333
142_20_51,20:58:10,20:58:10,915,5,U00193,28.61149114,76.97790955,Dhansa Stand,915,27,37,0.927578,FRC2,0.0,0.35957782857750537,1.4333333333333333
142_20_51,20:59:43,20:59:43,916,6,DC3547,28.610938,76.97401,Khera More,916,27,37,0.927578,FRC2,0.0,0.38627665986712667,1.55
142_20_51,21:01:46,21:01:46,2161,7,DC4783,28.606425,76.972858,Krishna Nagar / Gopal Nagar,2161,41,44,0.834944,FRC3,0.0,0.5127058644445781,2.05
142_20_51,21:05:51,21:05:51,2162,8,DC4410,28.5987726,76.96698094,Khera Village,2162,41,44,0.834944,FRC3,0.0,1.0245587045108486,4.083333333333333
142_20_51,21:07:08,21:07:08,3569,9,DC5497,28.596347,76.965226,Khera Village 2,3569,41,44,0.834944,FRC3,0.0,0.3189582796005639,1.2833333333333334
142_20_51,21:11:54,21:11:54,2163,10,DC4411,28.586969,76.959227,KharKhari Nahar / Khera Dabur,2163,41,44,0.834944,FRC3,0.0,1.1935722007050553,4.766666666666667
142_20_51,21:14:05,21:14:05,2164,11,DC4412,28.58215173,76.95808206,Surhera Crossing,2164,41,44,0.834944,FRC3,0.0,0.5455151284217342,2.183333333333333
142_20_51,21:18:24,21:18:24,2165,12,DC4413,28.573848,76.952387,Pandwala Crossing,2165,41,44,0.834944,FRC3,0.0,1.075809072386236,4.316666666666666
142_20_51,21:25:09,21:25:09,2166,13,DC4414,28.561696,76.941952,KharKhari Rondh,2166,41,44,0.834944,FRC3,0.0,1.690039991091642,6.75
142_20_51,21:28:13,21:28:13,2167,14,DC4415,28.556475,76.936796,Hasanpur Village,2167,41,44,0.834944,FRC3,0.0,0.7676925380059371,3.066666666666667
142_20_51,21:32:20,21:32:20,2168,15,DC4416,28.548826,76.930857,Devta Wala Mandir,2168,41,44,0.834944,FRC3,0.0,1.027809121584014,4.116666666666666
142_20_51,21:38:36,21:38:36,2169,16,DC4417,28.536825,76.922412,Ghuman Hera More / Shikarpur Crossing,2169,41,44,0.834944,FRC3,0.0,1.5659116348922697,6.266666666666667
142_20_51,21:40:44,21:40:44,2170,17,DC4791,28.5326827,76.9196563,Ghuman Hera Village Main Road,2170,41,44,0.834944,FRC3,0.0,0.5324460644575495,2.1333333333333333
142_20_51,21:42:39,21:42:39,2171,18,DC4429,28.534088,76.915012,Ghuman Hera DTC Depot Crossing,2171,41,44,0.834944,FRC3,0.0,0.48049492789431475,1.9166666666666667
142_20_51,21:44:55,21:44:55,2172,19,DC4013,28.5352,76.909367,Jhul-Jhuli Check Post / Ghumanhera Crossing,2172,42,42,1.0,FRC5,0.0,0.5660666354440679,2.2666666666666666
142_20_51,21:46:44,21:46:44,2173,20,DC4014,28.53162,76.907067,Jhuljhuli Crossing,2173,42,42,1.0,FRC5,0.0,0.4561754051693519,1.8166666666666667
142_20_51,21:49:21,21:49:21,2174,21,DC4015,28.526609,76.903562,Rawta Village,2174,34,34,1.0,FRC3,0.0,0.6527739955192993,2.6166666666666667
142_20_51,21:55:41,21:55:41,2175,22,DC4787,28.5253328,76.8874616,Amrawati Piyau Galib Pur Road,2175,48,48,1.0,FRC4,0.0,1.5822436623266276,6.333333333333333
142_20_51,21:58:43,21:58:43,2176,23,DC4789,28.531301,76.883663,Galib Pur Piyau,2176,48,48,1.0,FRC4,0.0,0.7587770331358497,3.033333333333333
142_20_51,21:59:58,21:59:58,2177,24,DC4785,28.529556,76.881142,Galib Pur Village,2177,48,48,1.0,FRC4,0.0,0.31350425850878233,1.25
142_21_05,21:06:11,21:06:11,148,1,DC3555,28.61448074,76.98106202,Jharoda Crossing,148,31,40,0.902645,FRC2,0.0,0.29747972176626325,1.1833333333333333
142_21_05,21:07:49,21:07:49,149,2,DC3556,28.61415,76.985217,Health Centre,149,17,25,1.0,FRC2,0.0,0.4080003892783314,1.6333333333333333
142_21_05,21:08:54,21:08:54,488,3,U00233,28.611746,76.985721,NajafGarh Delhi Gate,488,17,31,0.999548,FRC2,0.0,0.2709550241942649,1.0833333333333333
142_21_05,21:10:44,21:10:44,233,4,U00226,28.61031861,76.98133766,Police Station NajafGarh,233,25,37,0.985702,FRC2,0.0,0.4569544123278267,1.8333333333333333
142_21_05,21:12:10,21:12:10,915,5,U00193,28.61149114,76.97790955,Dhansa Stand,915,27,37,0.927578,FRC2,0.0,0.35957782857750537,1.4333333333333333
142_21_05,21:13:43,21:13:43,916,6,DC3547,28.610938,76.97401,Khera More,916,27,37,0.927578,FRC2,0.0,0.38627665986712667,1.55
142_21_05,21:15:46,21:15:46,2161,7,DC4783,28.606425,76.972858,Krishna Nagar / Gopal Nagar,2161,41,44,0.834944,FRC3,0.0,0.5127058644445781,2.05
142_21_05,21:19:51,21:19:51,2162,8,DC4410,28.5987726,76.96698094,Khera Village,2162,41,44,0.834944,FRC3,0.0,1.0245587045108486,4.083333333333333
142_21_05,21:21:08,21:21:08,3569,9,DC5497,28.596347,76.965226,Khera Village 2,3569,41,44,0.834944,FRC3,0.0,0.3189582796005639,1.2833333333333334
142_21_05,21:25:54,21:25:54,2163,10,DC4411,28.586969,76.959227,KharKhari Nahar / Khera Dabur,2163,41,44,0.834944,FRC3,0.0,1.1935722007050553,4.766666666666667
142_21_05,21:28:05,21:28:05,2164,11,DC4412,28.58215173,76.95808206,Surhera Crossing,2164,41,44,0.834944,FRC3,0.0,0.5455151284217342,2.183333333333333
142_21_05,21:32:24,21:32:24,2165,12,DC4413,28.573848,76.952387,Pandwala Crossing,2165,41,44,0.834944,FRC3,0.0,1.075809072386236,4.316666666666666
142_21_05,21:39:09,21:39:09,2166,13,DC4414,28.561696,76.941952,KharKhari Rondh,2166,41,44,0.834944,FRC3,0.0,1.690039991091642,6.75
142_21_05,21:42:13,21:42:13,2167,14,DC4415,28.556475,76.936796,Hasanpur Village,2167,41,44,0.834944,FRC3,0.0,0.7676925380059371,3.066666666666667
142_21_05,21:46:20,21:46:20,2168,15,DC4416,28.548826,76.930857,Devta Wala Mandir,2168,41,44,0.834944,FRC3,0.0,1.027809121584014,4.116666666666666
142_21_05,21:52:36,21:52:36,2169,16,DC4417,28.536825,76.922412,Ghuman Hera More / Shikarpur Crossing,2169,41,44,0.834944,FRC3,0.0,1.5659116348922697,6.266666666666667
142_21_05,21:54:44,21:54:44,2170,17,DC4791,28.5326827,76.9196563,Ghuman Hera Village Main Road,2170,41,44,0.834944,FRC3,0.0,0.5324460644575495,2.1333333333333333
142_21_05,21:56:39,21:56:39,2171,18,DC4429,28.534088,76.915012,Ghuman Hera DTC Depot Crossing,2171,41,44,0.834944,FRC3,0.0,0.48049492789431475,1.9166666666666667
142_21_05,21:58:55,21:58:55,2172,19,DC4013,28.5352,76.909367,Jhul-Jhuli Check Post / Ghumanhera Crossing,2172,42,42,1.0,FRC5,0.0,0.5660666354440679,2.2666666666666666
142_21_05,22:00:44,22:00:44,2173,20,DC4014,28.53162,76.907067,Jhuljhuli Crossing,2173,42,42,1.0,FRC5,0.0,0.4561754051693519,1.8166666666666667
142_21_05,22:03:21,22:03:21,2174,21,DC4015,28.526609,76.903562,Rawta Village,2174,34,34,1.0,FRC3,0.0,0.6527739955192993,2.6166666666666667
142_21_05,22:09:41,22:09:41,2175,22,DC4787,28.5253328,76.8874616,Amrawati Piyau Galib Pur Road,2175,48,48,1.0,FRC4,0.0,1.5822436623266276,6.333333333333333
142_21_05,22:12:43,22:12:43,2176,23,DC4789,28.531301,76.883663,Galib Pur Piyau,2176,48,48,1.0,FRC4,0.0,0.7587770331358497,3.033333333333333
142_21_05,22:13:58,22:13:58,2177,24,DC4785,28.529556,76.881142,Galib Pur Village,2177,48,48,1.0,FRC4,0.0,0.31350425850878233,1.25
